,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
387,005930,50400,11414563,575970,20191206,50100,50900,49950,,,,,,,
388,005930,49500,10449715,520067,20191205,50200,50400,49500,,,,,,,
389,005930,49450,13246549,654935,20191204,49600,49850,49000,,,,,,,
390,005930,49900,12059812,602055,20191203,49800,50300,49500,,,,,,,
391,005930,50400,18877252,944328,20191202,50900,51300,50400,,,,,,,
392,005930,50300,11179334,564596,20191129,51200,51400,50200,,,,,,,
393,005930,51300,6833885,353450,20191128,51900,52100,51300,,,,,,,
394,005930,52200,7546261,392692,20191127,51800,52300,51600,,,,,,,
395,005930,51800,27372226,1424278,20191126,51900,52900,51800,,,,,,,
396,005930,51800,9050625,472176,20191125,52200,52600,51700,,,,,,,
397,005930,51600,8478310,435737,20191122,51000,51600,50900,,,,,,,
398,005930,51000,14298646,729351,20191121,51600,52100,50600,,,,,,,
399,005930,52000,12560070,659160,20191120,53400,53400,52000,,,,,,,
400,005930,53500,8907177,473053,20191119,53200,53500,52700,,,,,,,
401,005930,53500,7746554,414199,20191118,53600,53800,53200,,,,,,,
402,005930,53700,9703360,518315,20191115,52900,53700,52600,,,,,,,
403,005930,52800,12010018,630540,20191114,51900,52800,51900,,,,,,,
404,005930,52500,6225196,325646,20191113,52500,52500,52000,,,,,,,
405,005930,52600,6576148,342966,20191112,51800,52600,51600,,,,,,,
406,005930,51600,8185952,423836,20191111,52200,52200,51400,,,,,,,
407,005930,52100,11603290,610282,20191108,53200,53300,52000,,,,,,,
408,005930,52900,9257116,488510,20191107,53400,53400,52400,,,,,,,
409,005930,53300,14361133,762570,20191106,52900,53500,52700,,,,,,,
410,005930,52700,10581034,555449,20191105,52400,52700,52100,,,,,,,
411,005930,52300,13012411,677400,20191104,51700,52300,51400,,,,,,,
412,005930,51200,8467846,422791,20191101,50600,51200,50400,,,,,,,
413,005930,50400,10304777,525166,20191031,51000,51400,50300,,,,,,,
414,005930,50400,8959435,452020,20191030,50700,50800,50200,,,,,,,
415,005930,51100,7581629,387755,20191029,51400,51700,50800,,,,,,,
416,005930,51300,6431522,329526,20191028,50700,51500,50700,,,,,,,
417,005930,50900,7879897,400781,20191025,50800,51200,50500,,,,,,,
418,005930,50700,21185785,1077417,20191024,52500,52500,50500,,,,,,,
419,005930,51200,8663880,443385,20191023,51300,51500,50800,,,,,,,
420,005930,51200,10898729,557128,20191022,50800,51500,50700,,,,,,,
421,005930,50300,4406531,220999,20191021,49900,50400,49800,,,,,,,
422,005930,49900,8483106,426948,20191018,50300,50900,49650,,,,,,,
423,005930,50500,6701380,337531,20191017,50500,50600,50100,,,,,,,
424,005930,50700,9136282,462746,20191016,50700,50900,50400,,,,,,,
425,005930,50100,6058105,303432,20191015,49900,50200,49900,,,,,,,
426,005930,50000,11130635,557618,20191014,50000,50300,49850,,,,,,,
427,005930,49150,7783275,382774,20191011,49000,49450,48800,,,,,,,
428,005930,48550,18639855,904488,20191010,48200,49200,48000,,,,,,,
429,005930,48900,14239367,689495,20191008,47900,49000,47600,,,,,,,
430,005930,47750,7047273,338656,20191007,48350,48700,47650,,,,,,,
431,005930,48000,9331695,448302,20191004,47400,48650,47350,,,,,,,
432,005930,47600,8382463,401925,20191002,48350,48400,47600,,,,,,,
433,005930,48850,6206035,303326,20191001,48900,49100,48650,,,,,,,
434,005930,49050,9497119,462640,20190930,48050,49250,47900,,,,,,,
435,005930,48400,8048041,389082,20190927,48000,48700,48000,4,0.00,,,,,
436,005930,49200,8494756,416997,20190926,49000,49250,48900,,,,,,,
437,005930,48900,9187141,450711,20190925,49200,49350,48800,,,,,,,
438,005930,49500,7871955,387800,20190924,49050,49650,48850,,,,,,,
439,005930,49300,7568553,372223,20190923,49250,49300,49000,,,,,,,
440,005930,49200,15460210,763187,20190920,49400,49600,49100,,,,,,,
441,005930,49150,16461413,803292,20190919,48050,49200,47850,,,,,,,
442,005930,47700,10413027,494000,20190918,46900,47700,46800,,,,,,,
443,005930,46900,7006280,328706,20190917,47000,47100,46800,,,,,,,
444,005930,47100,15550926,728203,20190916,47000,47100,46400,,,,,,,
445,005930,47150,16141619,761317,20190911,47300,47400,46800,,,,,,,
446,005930,47000,9231792,433164,20190910,47100,47200,46550,,,,,,,
447,005930,46900,9434157,441487,20190909,46450,47000,46300,,,,,,,
448,005930,46300,9896562,457524,20190906,46500,46500,45850,,,,,,,
449,005930,45700,18297430,832665,20190905,44800,46100,44450,,,,,,,
450,005930,44100,12441837,541987,20190904,43250,44100,43150,,,,,,,
451,005930,43250,9774941,423350,20190903,43550,43650,43100,,,,,,,
452,005930,43800,7185537,315991,20190902,44850,44850,43650,,,,,,,
453,005930,44000,9899073,436337,20190830,43750,44300,43750,,,,,,,
454,005930,43400,10768862,470572,20190829,44200,44200,43050,,,,,,,
455,005930,44150,5758333,254052,20190828,44100,44400,43750,,,,,,,
456,005930,44050,16883932,742426,20190827,43650,44200,43600,,,,,,,
457,005930,43600,7954949,344832,20190826,43050,43800,42950,,,,,,,
458,005930,43950,5017381,220739,20190823,43800,44200,43650,,,,,,,
459,005930,44050,8061177,355619,20190822,44500,44700,43850,,,,,,,
460,005930,44500,6571717,292349,20190821,44350,44800,44150,,,,,,,
461,005930,44450,8434205,372092,20190820,43950,44600,43550,,,,,,,
462,005930,43600,6014218,263401,20190819,44350,44350,43500,,,,,,,
463,005930,43900,9528115,416192,20190816,43800,43900,43300,,,,,,,
464,005930,43700,8750135,383427,20190814,43900,44250,43500,,,,,,,
465,005930,43000,7276979,314191,20190813,43500,43500,42950,,,,,,,
466,005930,43700,8466169,370531,20190812,44000,44000,43550,,,,,,,
467,005930,43150,9685147,418719,20190809,43250,43350,43050,,,,,,,
468,005930,42650,16926881,728074,20190808,43250,43500,42650,,,,,,,
469,005930,43200,10002533,434500,20190807,43600,43900,43100,,,,,,,
470,005930,43500,15083824,654805,20190806,42500,43800,42500,,,,,,,
471,005930,43950,14214086,625946,20190805,44350,44600,43600,,,,,,,
472,005930,44950,12151374,544793,20190802,44550,45500,44300,,,,,,,
473,005930,45200,7811181,352894,20190801,44900,45500,44850,,,,,,,
474,005930,45350,12872916,587387,20190731,46200,46600,45000,,,,,,,
475,005930,46550,5551014,258641,20190730,46300,46850,46300,,,,,,,
476,005930,46100,6856846,317737,20190729,46800,47050,46000,,,,,,,
477,005930,47150,7873886,369298,20190726,46650,47150,46550,,,,,,,
478,005930,47200,8408838,395533,20190725,47150,47200,46600,,,,,,,
479,005930,46400,8756522,409321,20190724,47100,47150,46250,,,,,,,
480,005930,47300,9061381,429349,20190723,47350,47550,47050,,,,,,,
481,005930,47200,9009109,424205,20190722,46800,47300,46600,,,,,,,
482,005930,46800,8819393,412853,20190719,46650,46950,46600,,,,,,,
483,005930,46100,5143554,236878,20190718,46450,46450,45650,,,,,,,
484,005930,46050,5216602,240498,20190717,46150,46350,45950,,,,,,,
485,005930,46850,7407824,345958,20190716,46450,46850,46300,,,,,,,
486,005930,46450,4717226,218263,20190715,45950,46650,45750,,,,,,,
487,005930,46300,5245804,242359,20190712,46350,46400,45800,,,,,,,
488,005930,46200,10989751,509185,20190711,46350,46550,46150,,,,,,,
489,005930,45550,9253930,424302,20190710,45550,46150,45500,,,,,,,
490,005930,45100,7646421,344766,20190709,44850,45450,44700,,,,,,,
491,005930,44400,7823843,348373,20190708,44750,44800,44350,,,,,,,
492,005930,45650,7235395,329447,20190705,45950,45950,45250,,,,,,,
493,005930,46000,6365573,291454,20190704,45250,46200,45250,,,,,,,
494,005930,45400,9669368,441065,20190703,45750,46350,45200,,,,,,,
495,005930,46250,8463073,393048,20190702,46200,46900,45850,,,,,,,
496,005930,46600,11383522,531569,20190701,47350,47400,46250,,,,,,,
497,005930,47000,12949231,607215,20190628,47000,47000,46700,,,,,,,
498,005930,46500,12603534,583889,20190627,46000,46600,45750,4,0.00,,,,,
499,005930,45700,9226097,422132,20190626,45800,46000,45600,,,,,,,
500,005930,45600,7076774,322055,20190625,45200,45800,45200,,,,,,,
501,005930,45500,6085066,276882,20190624,45200,45800,45200,,,,,,,
502,005930,45700,9454913,430711,20190621,45750,45800,45200,,,,,,,
503,005930,45500,7147785,323656,20190620,44850,45500,44850,,,,,,,
504,005930,45350,10417690,471408,20190619,45450,45450,45000,,,,,,,
505,005930,44350,7994928,353712,20190618,43750,44500,43650,,,,,,,
506,005930,43900,11890424,521514,20190617,43750,44050,43400,,,,,,,
507,005930,44000,9322873,408763,20190614,43750,44150,43300,,,,,,,
508,005930,43750,16906541,740494,20190613,44200,44400,43400,,,,,,,
509,005930,44600,8607439,384320,20190612,44800,45050,44300,,,,,,,
510,005930,44850,6664872,298796,20190611,44800,45000,44550,,,,,,,
511,005930,44800,8792182,391891,20190610,44300,44850,44050,,,,,,,
512,005930,44200,11683682,513994,20190607,43600,44350,43450,,,,,,,
513,005930,43900,12464135,548114,20190605,44050,44200,43700,,,,,,,
514,005930,43450,9913497,429428,20190604,43400,43700,43000,,,,,,,
515,005930,43800,15466580,673362,20190603,42950,43900,42500,,,,,,,
516,005930,42500,11365999,483167,20190531,42600,42800,42150,,,,,,,
517,005930,42550,11766018,499610,20190530,42200,42700,42150,,,,,,,
518,005930,41800,14930618,623333,20190529,41850,42100,41300,,,,,,,
519,005930,42550,24506881,1042866,20190528,42550,42950,42150,,,,,,,
520,005930,42650,8066669,344044,20190527,42500,43000,42350,,,,,,,
521,005930,42700,13966305,599085,20190524,43800,43800,42400,,,,,,,
522,005930,43850,12259006,536198,20190523,43900,44000,43250,,,,,,,
523,005930,43500,11033339,477854,20190522,43700,43800,42400,,,,,,,
524,005930,43150,18812133,815224,20190521,42600,43950,42350,,,,,,,
525,005930,42000,15752397,659810,20190520,41650,42100,41550,,,,,,,
526,005930,41200,13357951,554484,20190517,41950,42050,40850,,,,,,,
527,005930,41550,13687828,572150,20190516,42350,42400,41350,,,,,,,
528,005930,42550,7670185,327974,20190515,42700,43050,42550,,,,,,,
529,005930,42650,11563730,491110,20190514,41300,43100,41300,,,,,,,
530,005930,42650,7635079,326874,20190513,42500,43200,42350,,,,,,,
531,005930,42900,14579512,624673,20190510,42600,43450,42450,,,,,,,
532,005930,42450,23029718,993612,20190509,43900,44250,42450,,,,,,,
533,005930,44250,10398754,462087,20190508,44300,44850,44200,,,,,,,
534,005930,44850,12014907,538125,20190507,45250,45300,44400,,,,,,,
535,005930,45300,6562916,298783,20190503,45900,46050,45300,,,,,,,
536,005930,45900,8625126,395454,20190502,45500,46150,45400,,,,,,,
537,005930,45850,11121273,509856,20190430,46000,46300,45350,,,,,,,
538,005930,46150,8777517,401124,20190429,45150,46150,45100,,,,,,,
539,005930,44850,9739982,434008,20190426,44200,45000,43800,,,,,,,
540,005930,44650,10868965,485378,20190425,44250,45000,44100,,,,,,,
541,005930,44750,13299267,594100,20190424,45400,45650,44150,,,,,,,
542,005930,45200,6920566,313180,20190423,45050,45500,45000,,,,,,,
543,005930,45350,6006957,273125,20190422,45400,45900,45100,,,,,,,
544,005930,45300,8479710,386062,20190419,45750,46000,45250,,,,,,,
545,005930,45600,12808747,589352,20190418,47200,47250,45500,,,,,,,
546,005930,47050,5513658,260238,20190417,47300,47600,47000,,,,,,,
547,005930,47250,7730881,364273,20190416,47400,47400,46800,,,,,,,
548,005930,47050,8733019,412633,20190415,47150,47500,47000,,,,,,,
549,005930,46850,7668936,357084,20190412,46050,46900,46000,,,,,,,
550,005930,46250,13697399,634752,20190411,46700,46800,46150,,,,,,,
551,005930,46700,11883995,550967,20190410,46400,46700,46050,,,,,,,
552,005930,46650,6878761,320647,20190409,46700,46950,46200,,,,,,,
553,005930,46650,8507909,397148,20190408,47250,47250,46150,,,,,,,
554,005930,46850,8546339,401644,20190405,46950,47550,46600,,,,,,,
555,005930,46950,12650168,591478,20190404,46150,47100,46150,,,,,,,
556,005930,46600,12436570,576545,20190403,46750,46750,45800,,,,,,,
557,005930,45750,9480688,433628,20190402,45550,46100,45350,,,,,,,
558,005930,45050,7362129,332300,20190401,45200,45450,44850,,,,,,,
559,005930,44650,11491713,511624,20190329,44500,44900,44200,,,,,,,
560,005930,44850,6821306,306038,20190328,44950,45200,44300,4,0.00,,,,,
561,005930,45350,9568081,430843,20190327,44750,45600,44250,,,,,,,
562,005930,45250,9729811,440020,20190326,45500,45700,44900,,,,,,,
563,005930,45500,8699728,394433,20190325,45300,45650,44800,,,,,,,
564,005930,46550,12535911,583256,20190322,46850,47000,46250,,,,,,,
565,005930,45850,21138016,966296,20190321,44600,46250,44050,,,,,,,
566,005930,44050,9846242,429486,20190320,43800,44200,43100,,,,,,,
567,005930,43900,7609563,333043,20190319,43750,43900,43550,,,,,,,
568,005930,43700,8188876,357784,20190318,43950,44150,43450,,,,,,,
569,005930,44200,16814163,740350,20190315,43800,44250,43700,,,,,,,
570,005930,43850,18039161,789951,20190314,43700,44300,43550,,,,,,,
571,005930,43850,8108343,356447,20190313,44250,44450,43700,,,,,,,
572,005930,44650,11431977,508997,20190312,44300,44950,44150,,,,,,,
573,005930,43650,10717408,471358,20190311,44400,44450,43650,,,,,,,
574,005930,43800,7729069,340351,20190308,44450,44800,43800,,,,,,,
575,005930,44450,11049749,490122,20190307,43400,44950,43400,,,,,,,
576,005930,44000,10202544,447977,20190306,44000,44300,43700,,,,,,,
577,005930,44250,10612405,471638,20190305,44600,45100,44150,,,,,,,
578,005930,44850,12926539,585692,20190304,46000,46100,44800,,,,,,,
579,005930,45100,23569321,1073229,20190228,46400,46500,45100,,,,,,,
580,005930,46750,8045211,377808,20190227,47000,47250,46750,,,,,,,
581,005930,46750,7985547,374675,20190226,47350,47450,46500,,,,,,,
582,005930,47350,7484716,354012,20190225,47400,47550,47050,,,,,,,
583,005930,47150,6895772,322775,20190222,46500,47150,46450,,,,,,,
584,005930,46950,8694009,406412,20190221,46500,47200,46200,,,,,,,
585,005930,46900,11506720,538847,20190220,46750,47100,46500,,,,,,,
586,005930,45950,6741395,309244,20190219,45850,46150,45450,,,,,,,
587,005930,46200,8183728,379386,20190218,46500,46850,45850,,,,,,,
588,005930,46050,10554643,487928,20190215,46750,46850,45650,,,,,,,
589,005930,47500,17259341,808870,20190214,46600,47500,46150,,,,,,,
590,005930,46200,11299738,522769,20190213,46400,46700,46000,,,,,,,
591,005930,46050,13184367,604234,20190212,44650,46250,44650,,,,,,,
592,005930,45000,11125044,496106,20190211,44500,45000,44250,,,,,,,
593,005930,44800,12689196,571011,20190208,45700,45700,44650,,,,,,,
594,005930,46200,15872001,739207,20190207,46800,47100,46200,,,,,,,
595,005930,46350,13832454,644180,20190201,46650,46950,46250,,,,,,,
596,005930,46150,21621145,1007418,20190131,46650,47050,46150,,,,,,,
597,005930,46400,17505980,802320,20190130,44800,46400,44800,,,,,,,
598,005930,45500,16215017,729601,20190129,45050,45500,44350,,,,,,,
599,005930,45050,17998914,812166,20190128,45000,45500,44600,,,,,,,
